payment_type,payment_txn_id,payment_txn_success,failure_reason
Card,57052,Y, 
Internet Banking,23479,N,Invalid Card
Wallet,22694,N,Invalid Internet Banking Account
Card,56804,Y, 
Wallet,49776,Y, 
UPI,41032,N,Invalid Card
UPI,49806,N,Invalid CVV
Card,47299,N,Invalid CVV
Internet Banking,66667,Y, 
UPI,29792,N,Invalid Internet Banking Account
UPI,16619,Y, 
Wallet,31439,N,Invalid UPI Account
Internet Banking,56864,Y, 
Wallet,88448,Y, 
Internet Banking,45412,Y, 
Wallet,83838,Y, 
UPI,31868,Y, 
Internet Banking,45602,N,Invalid CVV
Internet Banking,69245,Y, 
UPI,57901,Y, 
UPI,71699,Y, 
UPI,50711,Y, 
Card,86110,Y, 
Internet Banking,47410,N,Invalid Internet Banking Account
Card,67243,Y, 
UPI,65884,Y, 
Internet Banking,90994,Y, 
Wallet,91672,Y, 
Wallet,39103,Y, 
Card,91675,Y, 
Card,78506,N,Invalid Card
Internet Banking,22799,Y, 
Internet Banking,33548,N,Invalid Internet Banking Account
UPI,62166,N,Invalid Internet Banking Account
Wallet,47410,Y, 
Internet Banking,44471,Y, 
Internet Banking,71538,N,Invalid Internet Banking Account
UPI,57022,Y, 
UPI,27360,Y, 
Card,60813,N,Invalid Internet Banking Account
Card,27529,N,Invalid UPI Account
Internet Banking,62147,N,Invalid Internet Banking Account
Wallet,59410,Y, 
Card,81005,N,Invalid Card
UPI,38368,Y, 
UPI,52896,Y, 
UPI,63438,N,Invalid CVV
Card,73277,Y, 
UPI,39257,N,Invalid Card
UPI,52721,N,Invalid Internet Banking Account
Internet Banking,50509,N,Invalid Card
Card,78232,Y, 
Internet Banking,11423,N,Invalid Card
Internet Banking,36043,Y, 
Wallet,47271,Y, 
Card,53237,Y, 
UPI,24829,N,Invalid CVV
Card,48063,Y, 
UPI,76714,N,Invalid Card
UPI,92377,Y, 
Card,63963,N,Invalid CVV
UPI,68091,N,Invalid CVV
Card,54537,Y, 
Wallet,80910,Y, 
Internet Banking,76122,Y, 
Internet Banking,78580,N,Invalid UPI Account
UPI,36401,Y, 
UPI,87383,N,Invalid Internet Banking Account
Internet Banking,87546,N,Invalid Internet Banking Account
UPI,60348,N,Invalid Card
Card,87885,N,Invalid CVV
Card,83704,N,Invalid UPI Account
Wallet,25268,N,Invalid Internet Banking Account
UPI,86106,N,Invalid UPI Account
Wallet,51267,Y, 
UPI,81562,N,Invalid CVV
Card,91437,N,Invalid CVV
UPI,70265,N,Invalid UPI Account
Internet Banking,59882,Y, 
Internet Banking,36087,Y, 
Wallet,41182,N,Invalid UPI Account
Card,91672,N,Invalid Card
Internet Banking,83665,Y, 
Wallet,86101,N,Invalid CVV
Card,74633,N,Invalid UPI Account
UPI,39519,Y, 
Wallet,54528,Y, 
UPI,49075,N,Invalid Internet Banking Account
Internet Banking,99940,N,Invalid UPI Account
Internet Banking,70256,Y, 
Card,68237,Y, 
UPI,60857,Y, 
Internet Banking,70867,Y, 
Internet Banking,23320,N,Invalid Internet Banking Account
Card,86700,Y, 
Wallet,76512,Y, 
Internet Banking,87149,N,Invalid Internet Banking Account
Card,73184,Y, 
Internet Banking,88578,N,Invalid CVV
Internet Banking,19099,N,Invalid CVV
UPI,81030,N,Invalid UPI Account
Internet Banking,82870,Y, 
Internet Banking,16219,Y, 
Wallet,10620,N,Invalid Card
Card,87747,N,Invalid CVV
Internet Banking,89285,N,Invalid UPI Account
Card,38364,N,Invalid UPI Account
Card,72753,Y, 
Internet Banking,65764,Y, 
Internet Banking,69790,N,Invalid CVV
Wallet,92567,Y, 
Internet Banking,42948,Y, 
Card,34723,N,Invalid Card
Wallet,71363,N,Invalid CVV
UPI,11520,Y, 
Wallet,58411,N,Invalid Card
Wallet,54501,Y, 
UPI,81808,N,Invalid UPI Account
UPI,83225,N,Invalid Internet Banking Account
Wallet,34989,N,Invalid Card
Wallet,72678,N,Invalid Card
Wallet,91582,Y, 
Card,41485,N,Invalid UPI Account
Wallet,40968,N,Invalid Internet Banking Account
Wallet,61819,Y, 
UPI,20809,N,Invalid UPI Account
Card,98595,N,Invalid CVV
Internet Banking,49095,Y, 
Card,87298,N,Invalid UPI Account
Internet Banking,96319,N,Invalid Internet Banking Account
Wallet,73517,N,Invalid UPI Account
UPI,39688,Y, 
Internet Banking,84847,Y, 
Card,16794,Y, 
Internet Banking,36664,N,Invalid Internet Banking Account
Internet Banking,19379,N,Invalid CVV
UPI,89698,N,Invalid Card
Card,21219,N,Invalid CVV
Wallet,45440,Y, 
Wallet,57967,Y, 
Wallet,52659,N,Invalid UPI Account
UPI,79279,Y, 
UPI,84787,Y, 
UPI,50309,N,Invalid Internet Banking Account
Internet Banking,19254,N,Invalid Internet Banking Account
Card,49836,Y, 
Wallet,96944,Y, 
Internet Banking,43104,N,Invalid CVV
Internet Banking,88127,N,Invalid UPI Account
Wallet,59840,Y, 
Card,10429,Y, 
Internet Banking,75030,Y, 
UPI,14037,N,Invalid Internet Banking Account
Card,66737,Y, 
Internet Banking,66121,N,Invalid UPI Account
UPI,73032,N,Invalid Internet Banking Account
Card,22211,Y, 
Internet Banking,88136,Y, 
UPI,30233,N,Invalid Card
Internet Banking,60496,Y, 
UPI,64315,N,Invalid UPI Account
Internet Banking,47067,Y, 
Wallet,79150,N,Invalid UPI Account
UPI,57794,Y, 
Card,25921,Y, 
Wallet,61019,Y, 
UPI,87127,Y, 
Wallet,96950,N,Invalid Internet Banking Account
Internet Banking,49791,N,Invalid Card
Internet Banking,90760,Y, 
UPI,30144,Y, 
Internet Banking,40468,N,Invalid Internet Banking Account
UPI,24037,N,Invalid Internet Banking Account
Wallet,45397,N,Invalid Card
UPI,35123,N,Invalid Internet Banking Account
Internet Banking,31003,Y, 
Internet Banking,67555,Y, 
Wallet,67728,N,Invalid UPI Account
UPI,23467,Y, 
Card,49955,Y, 
Wallet,21714,Y, 
Card,48993,Y, 
Wallet,69941,N,Invalid UPI Account
Card,72377,N,Invalid CVV
Card,82359,N,Invalid UPI Account
Wallet,60730,Y, 
Card,17469,Y, 
Card,81012,N,Invalid CVV
UPI,44740,N,Invalid Card
Internet Banking,54846,N,Invalid Internet Banking Account
Internet Banking,97414,Y, 
Card,63525,N,Invalid CVV
Card,46995,Y, 
Card,67188,Y, 
Card,85418,Y, 
Internet Banking,48957,N,Invalid CVV
UPI,29704,Y, 
Internet Banking,53025,Y, 
Wallet,77216,Y, 
Card,18714,N,Invalid Internet Banking Account
Internet Banking,89115,N,Invalid CVV
Card,18438,N,Invalid CVV
UPI,13758,N,Invalid UPI Account
Card,45332,N,Invalid UPI Account
Wallet,45998,N,Invalid Internet Banking Account
UPI,35180,N,Invalid Internet Banking Account
Card,65859,N,Invalid Internet Banking Account
Wallet,36499,Y, 
Card,42887,N,Invalid Internet Banking Account
Internet Banking,95470,N,Invalid CVV
Wallet,50270,N,Invalid Internet Banking Account
Internet Banking,87036,Y, 
UPI,28628,N,Invalid Card
Card,68465,N,Invalid CVV
Card,60760,N,Invalid Internet Banking Account
Internet Banking,28276,N,Invalid Internet Banking Account
UPI,76291,N,Invalid Card
Internet Banking,84815,N,Invalid CVV
Internet Banking,56663,N,Invalid UPI Account
Card,76940,N,Invalid UPI Account
Card,45262,N,Invalid CVV
Wallet,57479,N,Invalid CVV
Internet Banking,12082,Y, 
Internet Banking,43019,N,Invalid UPI Account
Wallet,58755,N,Invalid Card
UPI,26458,Y, 
Internet Banking,50105,Y, 
Internet Banking,97734,N,Invalid Internet Banking Account
UPI,26828,Y, 
Wallet,25414,N,Invalid Internet Banking Account
UPI,89459,Y, 
UPI,66650,N,Invalid UPI Account
Wallet,35215,N,Invalid CVV
Wallet,23703,N,Invalid Internet Banking Account
Card,82412,N,Invalid CVV
Wallet,28533,N,Invalid UPI Account
UPI,87476,N,Invalid CVV
Internet Banking,67210,N,Invalid UPI Account
Card,95776,N,Invalid Internet Banking Account
Internet Banking,76592,Y, 
Wallet,57764,N,Invalid CVV
Card,41468,Y, 
Internet Banking,24703,Y, 
Internet Banking,41652,N,Invalid Internet Banking Account
Internet Banking,36085,N,Invalid UPI Account
Internet Banking,44670,Y, 
Wallet,19056,Y, 
Internet Banking,56660,N,Invalid Card
UPI,48309,N,Invalid CVV
Wallet,84786,Y, 
Internet Banking,66389,Y, 
UPI,55445,N,Invalid Card
Internet Banking,79407,Y, 
UPI,90123,N,Invalid CVV
Internet Banking,52506,Y, 
UPI,92149,N,Invalid Internet Banking Account
Wallet,89543,Y, 
Wallet,30163,Y, 
Card,32766,N,Invalid CVV
Wallet,76089,N,Invalid Card
Wallet,81475,Y, 
Wallet,24565,N,Invalid CVV
Internet Banking,17783,N,Invalid UPI Account
Wallet,10152,Y, 
Wallet,94689,N,Invalid UPI Account
Internet Banking,93622,N,Invalid CVV
Card,71683,N,Invalid UPI Account
UPI,50927,Y, 
Card,66964,Y, 
Wallet,52421,N,Invalid CVV
UPI,41656,Y, 
UPI,98202,Y, 
UPI,79216,N,Invalid CVV
UPI,92649,Y, 
Wallet,60330,Y, 
Internet Banking,18027,Y, 
Internet Banking,19144,Y, 
Card,51991,N,Invalid Card
Internet Banking,39796,Y, 
Internet Banking,56825,N,Invalid Card
UPI,55049,N,Invalid Card
Card,88206,Y, 
Internet Banking,81429,Y, 
Internet Banking,64422,N,Invalid Internet Banking Account
Internet Banking,18691,N,Invalid UPI Account
Wallet,84635,Y, 
UPI,98811,Y, 
Wallet,78218,N,Invalid UPI Account
Wallet,55163,Y, 
Wallet,47446,N,Invalid Card
Wallet,62199,N,Invalid UPI Account
UPI,94943,N,Invalid CVV
UPI,36966,Y, 
Wallet,70913,Y, 
UPI,64913,Y, 
Internet Banking,36403,N,Invalid UPI Account
UPI,31560,Y, 
Card,58580,N,Invalid Card
UPI,68624,Y, 
Internet Banking,17362,N,Invalid CVV
UPI,89542,N,Invalid Internet Banking Account
Wallet,26608,Y, 
Card,87636,Y, 
Card,68273,N,Invalid CVV
Card,39036,Y, 
Internet Banking,14890,N,Invalid Card
Card,26554,N,Invalid CVV
Card,31858,N,Invalid Card
UPI,27840,N,Invalid Internet Banking Account
Internet Banking,26212,N,Invalid Internet Banking Account
Card,45762,N,Invalid CVV
Card,25620,N,Invalid UPI Account
Card,10079,Y, 
Internet Banking,87612,Y, 
Internet Banking,65861,Y, 
Card,66261,N,Invalid Card
Wallet,20384,Y, 
UPI,44241,Y, 
Internet Banking,34636,Y, 
UPI,98851,Y, 
Internet Banking,83529,Y, 
Internet Banking,62036,Y, 
Wallet,44537,Y, 
UPI,44458,N,Invalid CVV
Wallet,94057,Y, 
Internet Banking,19258,Y, 
UPI,64403,N,Invalid CVV
Wallet,56927,Y, 
Card,61930,N,Invalid Card
UPI,61703,Y, 
Internet Banking,74823,N,Invalid UPI Account
Wallet,26081,Y, 
UPI,33665,Y, 
Wallet,68324,Y, 
Internet Banking,82927,N,Invalid CVV
Wallet,48650,Y, 
Wallet,52436,Y, 
UPI,67788,Y, 
Card,37827,N,Invalid Internet Banking Account
Wallet,43483,N,Invalid Internet Banking Account
UPI,50303,N,Invalid CVV
Internet Banking,62733,N,Invalid Internet Banking Account
Card,30338,N,Invalid CVV
UPI,69247,N,Invalid UPI Account
UPI,60387,Y, 
Card,65150,Y, 
UPI,15230,Y, 
Wallet,55744,Y, 
UPI,42545,Y, 
UPI,24934,N,Invalid Card
Wallet,64249,N,Invalid UPI Account
Internet Banking,41106,Y, 
Wallet,56777,N,Invalid Internet Banking Account
Internet Banking,61365,N,Invalid UPI Account
Card,65619,N,Invalid CVV
Wallet,46816,N,Invalid Card
UPI,60228,Y, 
UPI,32520,Y, 
UPI,73674,Y, 
Internet Banking,99405,N,Invalid UPI Account
Wallet,16553,N,Invalid Card
UPI,85440,N,Invalid CVV
Card,27570,Y, 
Internet Banking,79934,N,Invalid Card
Card,90595,Y, 
UPI,90287,Y, 
Card,89735,N,Invalid Card
Internet Banking,40159,Y, 
Card,83416,N,Invalid Card
Wallet,45019,Y, 
Internet Banking,25843,N,Invalid Card
Wallet,57120,N,Invalid CVV
Card,68825,Y, 
Internet Banking,22132,Y, 
UPI,22519,N,Invalid UPI Account
Card,44161,Y, 
Card,20744,N,Invalid Card
Internet Banking,23835,N,Invalid Card
UPI,76758,N,Invalid UPI Account
UPI,55618,Y, 
Internet Banking,24107,N,Invalid CVV
Wallet,80538,Y, 
Card,42948,Y, 
Wallet,82351,Y, 
Wallet,39398,N,Invalid UPI Account
Wallet,69027,Y, 
Internet Banking,82185,Y, 
Internet Banking,83775,N,Invalid UPI Account
Card,97671,N,Invalid UPI Account
Wallet,20094,Y, 
Card,94168,N,Invalid Card
Card,69945,Y, 
Internet Banking,39820,N,Invalid Card
Wallet,94604,Y, 
UPI,85330,Y, 
Wallet,13628,N,Invalid Card
Internet Banking,34206,Y, 
Wallet,18024,Y, 
UPI,89684,Y, 
Wallet,81945,Y, 
Card,37884,N,Invalid Card
UPI,46353,Y, 
Wallet,35578,N,Invalid Internet Banking Account
Wallet,11755,N,Invalid Internet Banking Account
Internet Banking,31253,N,Invalid Card
Internet Banking,55909,N,Invalid Card
Wallet,33093,N,Invalid Internet Banking Account
Card,14724,N,Invalid Card
Card,14283,Y, 
Internet Banking,83929,N,Invalid Internet Banking Account
Card,94686,N,Invalid UPI Account
Wallet,31920,N,Invalid UPI Account
UPI,52191,Y, 
Card,32737,Y, 
Card,42129,N,Invalid UPI Account
Internet Banking,97702,Y, 
Internet Banking,48422,N,Invalid Card
Wallet,83388,N,Invalid Card
UPI,62368,Y, 
Wallet,85269,N,Invalid Internet Banking Account
Wallet,47585,N,Invalid Internet Banking Account
UPI,49518,N,Invalid UPI Account
Internet Banking,38142,N,Invalid CVV
UPI,36617,Y, 
UPI,74086,Y, 
Wallet,39932,N,Invalid Card
Wallet,75823,N,Invalid Card
Card,77746,N,Invalid CVV
UPI,53129,Y, 
Internet Banking,71635,Y, 
Card,45074,Y, 
Internet Banking,23063,N,Invalid Card
Wallet,55511,N,Invalid Internet Banking Account
Wallet,97330,Y, 
Card,19606,Y, 
Wallet,87078,Y, 
Wallet,45643,Y, 
UPI,20492,N,Invalid CVV
Card,98101,N,Invalid UPI Account
Wallet,41059,Y, 
Card,31657,Y, 
Wallet,92306,N,Invalid Internet Banking Account
Internet Banking,98829,Y, 
Card,27427,N,Invalid UPI Account
UPI,75203,Y, 
Card,45133,N,Invalid Card
Wallet,48756,Y, 
Internet Banking,27458,Y, 
UPI,22339,N,Invalid UPI Account
Card,57945,N,Invalid UPI Account
Wallet,68282,N,Invalid Card
Wallet,72009,Y, 
Card,44218,Y, 
UPI,21158,Y, 
Card,20961,Y, 
UPI,16897,N,Invalid UPI Account
Card,46862,Y, 
Wallet,81089,Y, 
Internet Banking,43758,N,Invalid UPI Account
Internet Banking,65944,Y, 
Card,75419,N,Invalid UPI Account
Wallet,32588,N,Invalid Internet Banking Account
Internet Banking,23517,Y, 
Wallet,97614,N,Invalid Card
UPI,17430,N,Invalid CVV
Wallet,35903,N,Invalid Card
Internet Banking,31404,N,Invalid Internet Banking Account
Internet Banking,54368,Y, 
Card,17869,N,Invalid UPI Account
Internet Banking,20625,Y, 
Internet Banking,11856,Y, 
Internet Banking,83147,N,Invalid UPI Account
Wallet,92374,Y, 
Wallet,12355,N,Invalid Internet Banking Account
UPI,27075,Y, 
Internet Banking,33654,N,Invalid Card
Wallet,83222,Y, 
Internet Banking,17425,Y, 
UPI,70489,Y, 
UPI,48598,N,Invalid CVV
Card,52254,N,Invalid Internet Banking Account
Card,11206,Y, 
UPI,20589,Y, 
Wallet,92685,N,Invalid Card
Internet Banking,24552,Y, 
Wallet,96882,N,Invalid Card
Internet Banking,29605,N,Invalid CVV
UPI,99134,Y, 
Card,37364,Y, 
Card,93335,Y, 
Wallet,46802,Y, 
UPI,93854,Y, 
Card,44132,Y, 
UPI,57176,N,Invalid Internet Banking Account
Internet Banking,72479,Y, 
UPI,41106,N,Invalid Internet Banking Account
Internet Banking,50122,N,Invalid Internet Banking Account
Wallet,16873,N,Invalid CVV
Internet Banking,84539,N,Invalid Internet Banking Account
UPI,50151,Y, 
Card,56213,Y, 
UPI,21740,N,Invalid UPI Account
Card,91995,N,Invalid Internet Banking Account
Card,56403,Y, 
Card,76730,Y, 
Card,17297,N,Invalid Internet Banking Account
Wallet,70399,N,Invalid Card
Wallet,56465,Y, 
Wallet,76647,Y, 
UPI,23885,N,Invalid CVV
Card,32306,N,Invalid CVV
Internet Banking,85873,N,Invalid Internet Banking Account
UPI,44888,N,Invalid Card
Card,86387,N,Invalid Card
Wallet,22111,N,Invalid Internet Banking Account
Internet Banking,19999,Y, 
Internet Banking,86992,Y, 
Wallet,70080,Y, 
Wallet,63250,Y, 
Card,19964,N,Invalid Internet Banking Account
Internet Banking,55075,Y, 
Internet Banking,77485,N,Invalid UPI Account
Card,69781,N,Invalid UPI Account
Wallet,40334,N,Invalid UPI Account
UPI,68785,N,Invalid Internet Banking Account
UPI,60650,Y, 
Card,81391,N,Invalid Internet Banking Account
UPI,82909,Y, 
UPI,34006,N,Invalid Internet Banking Account
Internet Banking,38576,N,Invalid Card
Card,71344,Y, 
UPI,58199,N,Invalid Card
Wallet,89770,Y, 
Card,63684,Y, 
Card,61687,Y, 
Internet Banking,50562,Y, 
Wallet,77714,Y, 
Wallet,58675,Y, 
Wallet,21670,N,Invalid Internet Banking Account
Internet Banking,77607,Y, 
Card,42426,N,Invalid CVV
Card,36072,N,Invalid CVV
Card,37919,Y, 
UPI,45371,N,Invalid CVV
UPI,58896,N,Invalid Card
Card,46365,Y, 
Wallet,78969,Y, 
Card,91454,N,Invalid Card
Wallet,54959,Y, 
UPI,22537,N,Invalid Card
UPI,46814,N,Invalid UPI Account
Internet Banking,47023,N,Invalid Card
Internet Banking,26126,Y, 
UPI,45354,Y, 
UPI,75602,N,Invalid Internet Banking Account
Card,58268,N,Invalid CVV
Internet Banking,87013,N,Invalid Card
UPI,74090,N,Invalid CVV
Card,42082,Y, 
UPI,33381,Y, 
Internet Banking,48114,Y, 
Card,72776,N,Invalid Card
Card,60869,Y, 
Wallet,48164,N,Invalid UPI Account
Card,36283,N,Invalid Card
UPI,27971,Y, 
Internet Banking,41744,Y, 
UPI,64137,Y, 
Wallet,33629,Y, 
Card,16363,Y, 
Wallet,44505,N,Invalid Internet Banking Account
Internet Banking,60347,N,Invalid Internet Banking Account
Card,40247,Y, 
UPI,86105,Y, 
Card,22034,N,Invalid CVV
Wallet,48973,Y, 
Card,18857,N,Invalid Internet Banking Account
Internet Banking,80991,N,Invalid Internet Banking Account
Internet Banking,79907,Y, 
Internet Banking,28581,Y, 
Internet Banking,32606,Y, 
UPI,15364,Y, 
Internet Banking,44459,N,Invalid CVV
Wallet,83249,Y, 
Internet Banking,55395,Y, 
Internet Banking,66700,N,Invalid UPI Account
Wallet,77675,N,Invalid Internet Banking Account
Internet Banking,91030,N,Invalid Card
Card,80513,N,Invalid Card
UPI,18389,N,Invalid CVV
Card,40272,Y, 
Wallet,15254,N,Invalid CVV
Wallet,58353,N,Invalid Internet Banking Account
UPI,90812,Y, 
Internet Banking,35610,N,Invalid CVV
Card,37608,Y, 
Wallet,10997,N,Invalid Card
Wallet,12598,N,Invalid CVV
Wallet,29670,Y, 
Wallet,93643,Y, 
UPI,35067,N,Invalid UPI Account
Internet Banking,54254,Y, 
UPI,31969,N,Invalid Internet Banking Account
Wallet,16127,Y, 
Card,58442,N,Invalid Internet Banking Account
UPI,96037,Y, 
UPI,78061,Y, 
UPI,96329,N,Invalid CVV
Internet Banking,30697,Y, 
Wallet,78283,Y, 
Internet Banking,93042,N,Invalid Internet Banking Account
UPI,69285,Y, 
Wallet,62571,N,Invalid CVV
UPI,10861,N,Invalid UPI Account
Internet Banking,10013,N,Invalid Card
UPI,97372,N,Invalid Card
Card,91862,N,Invalid Internet Banking Account
UPI,39227,Y, 
UPI,40515,Y, 
UPI,69968,N,Invalid CVV
Wallet,23774,N,Invalid Internet Banking Account
UPI,32073,Y, 
Internet Banking,24264,N,Invalid CVV
UPI,92675,Y, 
Wallet,75412,Y, 
Wallet,66196,N,Invalid UPI Account
UPI,20644,N,Invalid UPI Account
UPI,74691,N,Invalid UPI Account
UPI,59533,N,Invalid Internet Banking Account
Wallet,47705,Y, 
UPI,40792,Y, 
Card,10365,Y, 
Wallet,34166,N,Invalid CVV
Internet Banking,82363,N,Invalid UPI Account
Internet Banking,61973,Y, 
Wallet,39216,Y, 
Card,10491,N,Invalid Card
Card,15022,Y, 
Internet Banking,25885,N,Invalid UPI Account
UPI,43445,N,Invalid Internet Banking Account
Internet Banking,64872,N,Invalid UPI Account
Card,87758,N,Invalid Card
Card,75546,N,Invalid UPI Account
Internet Banking,42799,N,Invalid Card
Internet Banking,18269,Y, 
Card,96669,Y, 
UPI,48214,Y, 
Card,31118,N,Invalid UPI Account
Wallet,97612,Y, 
Wallet,46178,Y, 
Card,56576,N,Invalid CVV
Card,88336,N,Invalid UPI Account
Wallet,62150,N,Invalid CVV
Wallet,25900,N,Invalid Card
Wallet,85577,Y, 
Internet Banking,15234,N,Invalid Card
Card,54630,Y, 
Card,69068,N,Invalid CVV
Card,34987,N,Invalid CVV
UPI,32035,N,Invalid CVV
Wallet,83151,Y, 
Internet Banking,67191,Y, 
Card,67991,Y, 
UPI,87476,Y, 
Wallet,36419,N,Invalid Internet Banking Account
UPI,48181,N,Invalid Internet Banking Account
Wallet,67464,N,Invalid CVV
Wallet,28265,Y, 
UPI,34297,Y, 
Wallet,65378,Y, 
Wallet,79472,Y, 
Card,89319,Y, 
Wallet,42326,N,Invalid Internet Banking Account
Wallet,18140,Y, 
UPI,47874,N,Invalid UPI Account
Internet Banking,92056,Y, 
Card,89074,Y, 
UPI,76379,Y, 
Card,32098,Y, 
Card,82605,N,Invalid UPI Account
Internet Banking,19525,Y, 
Card,70450,N,Invalid UPI Account
Internet Banking,61678,N,Invalid Card
Internet Banking,43270,Y, 
Internet Banking,53180,N,Invalid CVV
Card,79186,Y, 
UPI,23073,N,Invalid Internet Banking Account
Card,34966,N,Invalid Card
Card,43658,Y, 
Card,49187,N,Invalid UPI Account
Internet Banking,61604,Y, 
UPI,41019,Y, 
Wallet,19357,Y, 
Card,67320,Y, 
Wallet,78510,Y, 
UPI,93545,N,Invalid Internet Banking Account
Card,45016,N,Invalid Internet Banking Account
UPI,14284,Y, 
Card,80710,Y, 
UPI,74305,N,Invalid Internet Banking Account
Card,58331,Y, 
UPI,62305,N,Invalid Card
Wallet,48863,N,Invalid CVV
UPI,47028,Y, 
UPI,73594,N,Invalid Internet Banking Account
Card,78764,N,Invalid Card
Wallet,12519,N,Invalid Card
Internet Banking,66340,Y, 
Wallet,20103,N,Invalid CVV
Card,56013,N,Invalid UPI Account
Card,66733,N,Invalid UPI Account
Internet Banking,53296,N,Invalid Internet Banking Account
Wallet,85758,N,Invalid CVV
Wallet,77463,Y, 
UPI,39472,Y, 
UPI,37694,N,Invalid Internet Banking Account
UPI,36551,Y, 
Wallet,26610,N,Invalid Internet Banking Account
UPI,28571,N,Invalid CVV
